UNITID,FACSTAT,XSISTOTL,SISTOTL,XSISPROF,SISPROF,XSISASCP,SISASCP,XSISASTP,SISASTP,XSISINST,SISINST,XSISLECT,SISLECT,XSISNORK,SISNORK 
100654, 0,"R",258,"R",40,"R",41,"R",53,"R",21,"R",0,"R",103
100654,10,"R",253,"R",40,"R",41,"R",53,"R",21,"R",0,"R",98
100654,20,"R",80,"R",39,"R",29,"R",9,"R",0,"R",0,"R",3
100654,30,"R",39,"R",0,"R",4,"R",21,"R",3,"R",0,"R",11
100654,40,"R",134,"R",1,"R",8,"R",23,"R",18,"R",0,"R",84
100654,42,"R",134,"R",1,"R",8,"R",23,"R",18,"R",0,"R",84
100654,50,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
100663, 0,"R",2671,"R",772,"R",720,"R",975,"R",204,"R",0,"R",0
100663,10,"R",2671,"R",772,"R",720,"R",975,"R",204,"R",0,"R",0
100663,20,"R",899,"R",602,"R",296,"R",1,"R",0,"R",0,"R",0
100663,30,"R",554,"R",12,"R",128,"R",414,"R",0,"R",0,"R",0
100663,40,"R",1218,"R",158,"R",296,"R",560,"R",204,"R",0,"R",0
100663,42,"R",1218,"R",158,"R",296,"R",560,"R",204,"R",0,"R",0
100690, 0,"R",32,"R",12,"R",12,"R",7,"R",1,"R",0,"R",0
100690,10,"R",32,"R",12,"R",12,"R",7,"R",1,"R",0,"R",0
100690,40,"R",32,"R",12,"R",12,"R",7,"R",1,"R",0,"R",0
100690,42,"R",24,"R",8,"R",11,"R",5,"R",0,"R",0,"R",0
100690,43,"R",8,"R",4,"R",1,"R",2,"R",1,"R",0,"R",0
100706, 0,"R",358,"R",77,"R",86,"R",102,"R",16,"R",77,"R",0
100706,10,"R",358,"R",77,"R",86,"R",102,"R",16,"R",77,"R",0
100706,20,"R",154,"R",75,"R",78,"R",1,"R",0,"R",0,"R",0
100706,30,"R",62,"R",0,"R",2,"R",60,"R",0,"R",0,"R",0
100706,40,"R",142,"R",2,"R",6,"R",41,"R",16,"R",77,"R",0
100706,41,"R",125,"R",2,"R",6,"R",37,"R",13,"R",67,"R",0
100706,42,"R",17,"R",0,"R",0,"R",4,"R",3,"R",10,"R",0
100706,44,"R",125,"R",2,"R",6,"R",37,"R",13,"R",67,"R",0
100724, 0,"R",211,"R",60,"R",53,"R",62,"R",33,"R",0,"R",3
100724,10,"R",208,"R",60,"R",53,"R",62,"R",33,"R",0,"R",0
100724,20,"R",104,"R",60,"R",40,"R",4,"R",0,"R",0,"R",0
100724,30,"R",60,"R",0,"R",11,"R",49,"R",0,"R",0,"R",0
100724,40,"R",44,"R",0,"R",2,"R",9,"R",33,"R",0,"R",0
100724,42,"R",44,"R",0,"R",2,"R",9,"R",33,"R",0,"R",0
100724,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
100751, 0,"R",1583,"R",330,"R",409,"R",478,"R",366,"R",0,"R",0
100751,10,"R",1583,"R",330,"R",409,"R",478,"R",366,"R",0,"R",0
100751,20,"R",621,"R",295,"R",323,"R",3,"R",0,"R",0,"R",0
100751,30,"R",360,"R",19,"R",23,"R",318,"R",0,"R",0,"R",0
100751,40,"R",602,"R",16,"R",63,"R",157,"R",366,"R",0,"R",0
100751,42,"R",597,"R",15,"R",63,"R",156,"R",363,"R",0,"R",0
100751,43,"R",5,"R",1,"R",0,"R",1,"R",3,"R",0,"R",0
100760, 0,"R",44,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44
100760,10,"R",40,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40
100760,20,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
100760,30,"R",13,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13
100760,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
100760,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
100760,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
100812, 0,"R",85,"R",24,"R",26,"R",31,"R",4,"R",0,"R",0
100812,10,"R",85,"R",24,"R",26,"R",31,"R",4,"R",0,"R",0
100812,20,"R",50,"R",24,"R",23,"R",3,"R",0,"R",0,"R",0
100812,30,"R",30,"R",0,"R",3,"R",27,"R",0,"R",0,"R",0
100812,40,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
100812,42,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
100830, 0,"R",230,"R",57,"R",72,"R",58,"R",1,"R",39,"R",3
100830,10,"R",227,"R",57,"R",72,"R",58,"R",1,"R",39,"R",0
100830,20,"R",110,"R",53,"R",52,"R",5,"R",0,"R",0,"R",0
100830,30,"R",53,"R",2,"R",15,"R",36,"R",0,"R",0,"R",0
100830,40,"R",64,"R",2,"R",5,"R",17,"R",1,"R",39,"R",0
100830,42,"R",64,"R",2,"R",5,"R",17,"R",1,"R",39,"R",0
100830,50,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
100858, 0,"R",1435,"R",382,"R",419,"R",377,"R",67,"R",182,"R",8
100858,10,"R",1435,"R",382,"R",419,"R",377,"R",67,"R",182,"R",8
100858,20,"R",712,"R",366,"R",346,"R",0,"R",0,"R",0,"R",0
100858,30,"R",358,"R",6,"R",26,"R",326,"R",0,"R",0,"R",0
100858,40,"R",365,"R",10,"R",47,"R",51,"R",67,"R",182,"R",8
100858,43,"R",365,"R",10,"R",47,"R",51,"R",67,"R",182,"R",8
100937, 0,"R",103,"R",31,"R",27,"R",26,"R",0,"R",19,"R",0
100937,10,"R",103,"R",31,"R",27,"R",26,"R",0,"R",19,"R",0
100937,20,"R",56,"R",31,"R",25,"R",0,"R",0,"R",0,"R",0
100937,30,"R",18,"R",0,"R",1,"R",17,"R",0,"R",0,"R",0
100937,40,"R",29,"R",0,"R",1,"R",9,"R",0,"R",19,"R",0
100937,42,"R",29,"R",0,"R",1,"R",9,"R",0,"R",19,"R",0
101028, 0,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
101028,10,"R",42,"R",0,"R",0,"R",0,"R",0,"R",0,"R",42
101028,20,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
101028,30,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101116, 0,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,10,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,40,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,41,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101116,45,"R",4,"R",0,"R",0,"R",0,"R",4,"R",0,"R",0
101143, 0,"R",54,"R",0,"R",0,"R",0,"R",54,"R",0,"R",0
101143,10,"R",54,"R",0,"R",0,"R",0,"R",54,"R",0,"R",0
101143,20,"R",41,"R",0,"R",0,"R",0,"R",41,"R",0,"R",0
101143,30,"R",12,"R",0,"R",0,"R",0,"R",12,"R",0,"R",0
101143,40,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101143,42,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
101161, 0,"R",173,"R",0,"R",0,"R",0,"R",0,"R",0,"R",173
101161,10,"R",173,"R",0,"R",0,"R",0,"R",0,"R",0,"R",173
101161,20,"R",125,"R",0,"R",0,"R",0,"R",0,"R",0,"R",125
101161,30,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
101161,40,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101161,42,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101189, 0,"R",140,"R",39,"R",29,"R",44,"R",2,"R",26,"R",0
101189,10,"R",140,"R",39,"R",29,"R",44,"R",2,"R",26,"R",0
101189,20,"R",45,"R",35,"R",10,"R",0,"R",0,"R",0,"R",0
101189,30,"R",62,"R",4,"R",15,"R",41,"R",2,"R",0,"R",0
101189,40,"R",33,"R",0,"R",4,"R",3,"R",0,"R",26,"R",0
101189,42,"R",33,"R",0,"R",4,"R",3,"R",0,"R",26,"R",0
101240, 0,"R",126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126
101240,10,"R",126,"R",0,"R",0,"R",0,"R",0,"R",0,"R",126
101240,20,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100
101240,30,"R",22,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22
101240,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101240,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101286, 0,"R",119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",119
101286,10,"R",119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",119
101286,20,"R",99,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99
101286,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101295, 0,"R",119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",119
101295,10,"R",119,"R",0,"R",0,"R",0,"R",0,"R",0,"R",119
101295,20,"R",82,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82
101295,30,"R",34,"R",0,"R",0,"R",0,"R",0,"R",0,"R",34
101295,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101295,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101301, 0,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101301,10,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101301,20,"R",10,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10
101301,30,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101301,40,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101301,42,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101365, 0,"R",15,"R",1,"R",0,"R",7,"R",7,"R",0,"R",0
101365,10,"R",15,"R",1,"R",0,"R",7,"R",7,"R",0,"R",0
101365,40,"R",15,"R",1,"R",0,"R",7,"R",7,"R",0,"R",0
101365,41,"R",15,"R",1,"R",0,"R",7,"R",7,"R",0,"R",0
101365,45,"R",15,"R",1,"R",0,"R",7,"R",7,"R",0,"R",0
101435, 0,"R",50,"R",14,"R",6,"R",19,"R",11,"R",0,"R",0
101435,10,"R",50,"R",14,"R",6,"R",19,"R",11,"R",0,"R",0
101435,20,"R",18,"R",14,"R",4,"R",0,"R",0,"R",0,"R",0
101435,30,"R",18,"R",0,"R",0,"R",18,"R",0,"R",0,"R",0
101435,40,"R",14,"R",0,"R",2,"R",1,"R",11,"R",0,"R",0
101435,41,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
101435,42,"R",9,"R",0,"R",2,"R",0,"R",7,"R",0,"R",0
101435,44,"R",5,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0
101453, 0,"R",5,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0
101453,10,"R",5,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0
101453,40,"R",5,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0
101453,42,"R",5,"R",3,"R",1,"R",0,"R",1,"R",0,"R",0
101462, 0,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
101462,10,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25
101462,20,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101462,30,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101462,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101462,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101471, 0,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"R",80
101471,10,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"R",80
101471,20,"R",43,"R",0,"R",0,"R",0,"R",0,"R",0,"R",43
101471,30,"R",26,"R",0,"R",0,"R",0,"R",0,"R",0,"R",26
101471,40,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101471,42,"R",11,"R",0,"R",0,"R",0,"R",0,"R",0,"R",11
101480, 0,"R",347,"R",95,"R",61,"R",94,"R",97,"R",0,"R",0
101480,10,"R",347,"R",95,"R",61,"R",94,"R",97,"R",0,"R",0
101480,20,"R",128,"R",84,"R",44,"R",0,"R",0,"R",0,"R",0
101480,30,"R",163,"R",11,"R",17,"R",94,"R",41,"R",0,"R",0
101480,40,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
101480,42,"R",56,"R",0,"R",0,"R",0,"R",56,"R",0,"R",0
101505, 0,"R",130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",130
101505,10,"R",130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",130
101505,20,"R",104,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104
101505,30,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23
101505,40,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101505,42,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101514, 0,"R",157,"R",0,"R",0,"R",0,"R",0,"R",0,"R",157
101514,10,"R",157,"R",0,"R",0,"R",0,"R",0,"R",0,"R",157
101514,20,"R",110,"R",0,"R",0,"R",0,"R",0,"R",0,"R",110
101514,30,"R",38,"R",0,"R",0,"R",0,"R",0,"R",0,"R",38
101514,40,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9
101514,42,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6
101514,43,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3
101569, 0,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77
101569,10,"R",77,"R",0,"R",0,"R",0,"R",0,"R",0,"R",77
101569,20,"R",57,"R",0,"R",0,"R",0,"R",0,"R",0,"R",57
101569,30,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101587, 0,"R",115,"R",26,"R",32,"R",33,"R",20,"R",4,"R",0
101587,10,"R",115,"R",26,"R",32,"R",33,"R",20,"R",4,"R",0
101587,20,"R",63,"R",24,"R",28,"R",11,"R",0,"R",0,"R",0
101587,30,"R",16,"R",1,"R",2,"R",13,"R",0,"R",0,"R",0
101587,40,"R",36,"R",1,"R",2,"R",9,"R",20,"R",4,"R",0
101587,42,"R",36,"R",1,"R",2,"R",9,"R",20,"R",4,"R",0
101602, 0,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101602,10,"R",54,"R",0,"R",0,"R",0,"R",0,"R",0,"R",54
101602,20,"R",39,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39
101602,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
101648, 0,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101648,10,"R",20,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20
101648,20,"R",12,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12
101648,30,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101648,40,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101648,42,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
101675, 0,"R",68,"R",6,"R",7,"R",17,"R",38,"R",0,"R",0
101675,10,"R",68,"R",6,"R",7,"R",17,"R",38,"R",0,"R",0
101675,20,"R",5,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0
101675,30,"R",63,"R",1,"R",7,"R",17,"R",38,"R",0,"R",0
101693, 0,"R",76,"R",11,"R",32,"R",27,"R",4,"R",0,"R",2
101693,10,"R",76,"R",11,"R",32,"R",27,"R",4,"R",0,"R",2
101693,20,"R",11,"R",8,"R",3,"R",0,"R",0,"R",0,"R",0
101693,30,"R",59,"R",3,"R",29,"R",27,"R",0,"R",0,"R",0
101693,40,"R",6,"R",0,"R",0,"R",0,"R",4,"R",0,"R",2
101693,42,"R",6,"R",0,"R",0,"R",0,"R",4,"R",0,"R",2
101709, 0,"R",138,"R",46,"R",49,"R",26,"R",17,"R",0,"R",0
101709,10,"R",138,"R",46,"R",49,"R",26,"R",17,"R",0,"R",0
101709,20,"R",95,"R",46,"R",49,"R",0,"R",0,"R",0,"R",0
101709,30,"R",25,"R",0,"R",0,"R",25,"R",0,"R",0,"R",0
101709,40,"R",18,"R",0,"R",0,"R",1,"R",17,"R",0,"R",0
101709,42,"R",18,"R",0,"R",0,"R",1,"R",17,"R",0,"R",0
101736, 0,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70
101736,10,"R",70,"R",0,"R",0,"R",0,"R",0,"R",0,"R",70
101736,20,"R",53,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53
101736,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
101879, 0,"R",289,"R",83,"R",62,"R",85,"R",0,"R",59,"R",0
101879,10,"R",289,"R",83,"R",62,"R",85,"R",0,"R",59,"R",0
101879,20,"R",144,"R",82,"R",58,"R",4,"R",0,"R",0,"R",0
101879,30,"R",81,"R",1,"R",4,"R",76,"R",0,"R",0,"R",0
101879,40,"R",64,"R",0,"R",0,"R",5,"R",0,"R",59,"R",0
101879,41,"R",13,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0
101879,42,"R",51,"R",0,"R",0,"R",5,"R",0,"R",46,"R",0
101879,44,"R",13,"R",0,"R",0,"R",0,"R",0,"R",13,"R",0
101897, 0,"R",60,"R",0,"R",0,"R",0,"R",0,"R",0,"R",60
101897,10,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,40,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,42,"R",58,"R",0,"R",0,"R",0,"R",0,"R",0,"R",58
101897,50,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
101912, 0,"R",112,"R",28,"R",35,"R",49,"R",0,"R",0,"R",0
101912,10,"R",112,"R",28,"R",35,"R",49,"R",0,"R",0,"R",0
101912,20,"R",7,"R",6,"R",1,"R",0,"R",0,"R",0,"R",0
101912,30,"R",40,"R",19,"R",12,"R",9,"R",0,"R",0,"R",0
101912,40,"R",65,"R",3,"R",22,"R",40,"R",0,"R",0,"R",0
101912,42,"R",65,"R",3,"R",22,"R",40,"R",0,"R",0,"R",0
101994, 0,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101994,10,"R",14,"R",0,"R",0,"R",0,"R",0,"R",0,"R",14
101994,20,"R",8,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8
101994,30,"R",5,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5
101994,40,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
101994,42,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102030, 0,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
102030,10,"R",59,"R",0,"R",0,"R",0,"R",0,"R",0,"R",59
102030,20,"R",44,"R",0,"R",0,"R",0,"R",0,"R",0,"R",44
102030,30,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15
102049, 0,"R",362,"R",122,"R",82,"R",130,"R",28,"R",0,"R",0
102049,10,"R",362,"R",122,"R",82,"R",130,"R",28,"R",0,"R",0
102049,20,"R",180,"R",112,"R",59,"R",9,"R",0,"R",0,"R",0
102049,30,"R",84,"R",1,"R",11,"R",72,"R",0,"R",0,"R",0
102049,40,"R",98,"R",9,"R",12,"R",49,"R",28,"R",0,"R",0
102049,42,"R",36,"R",6,"R",5,"R",19,"R",6,"R",0,"R",0
102049,43,"R",62,"R",3,"R",7,"R",30,"R",22,"R",0,"R",0
102067, 0,"R",104,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104
102067,10,"R",104,"R",0,"R",0,"R",0,"R",0,"R",0,"R",104
102067,20,"R",64,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64
102067,30,"R",33,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33
102067,40,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
102067,42,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7
102076, 0,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
102076,10,"R",41,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41
102076,20,"R",24,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24
102076,30,"R",17,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17
102094, 0,"R",817,"R",164,"R",194,"R",343,"R",115,"R",1,"R",0
102094,10,"R",817,"R",164,"R",194,"R",343,"R",115,"R",1,"R",0
102094,20,"R",258,"R",132,"R",124,"R",2,"R",0,"R",0,"R",0
102094,30,"R",108,"R",2,"R",7,"R",99,"R",0,"R",0,"R",0
102094,40,"R",451,"R",30,"R",63,"R",242,"R",115,"R",1,"R",0
102094,42,"R",451,"R",30,"R",63,"R",242,"R",115,"R",1,"R",0
102234, 0,"R",69,"R",13,"R",27,"R",21,"R",7,"R",1,"R",0
102234,10,"R",69,"R",13,"R",27,"R",21,"R",7,"R",1,"R",0
102234,20,"R",38,"R",13,"R",24,"R",1,"R",0,"R",0,"R",0
102234,30,"R",21,"R",0,"R",3,"R",18,"R",0,"R",0,"R",0
102234,40,"R",10,"R",0,"R",0,"R",2,"R",7,"R",1,"R",0
102234,42,"R",10,"R",0,"R",0,"R",2,"R",7,"R",1,"R",0
102270, 0,"R",49,"R",3,"R",23,"R",18,"R",4,"R",0,"R",1
102270,10,"R",48,"R",3,"R",23,"R",18,"R",4,"R",0,"R",0
102270,20,"R",17,"R",3,"R",14,"R",0,"R",0,"R",0,"R",0
102270,30,"R",31,"R",0,"R",9,"R",18,"R",4,"R",0,"R",0
102270,50,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1
102298, 0,"R",38,"R",1,"R",9,"R",22,"R",6,"R",0,"R",0
102298,10,"R",38,"R",1,"R",9,"R",22,"R",6,"R",0,"R",0
102298,20,"R",3,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0
102298,30,"R",35,"R",0,"R",7,"R",22,"R",6,"R",0,"R",0
102313, 0,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49
102313,10,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"R",49
102313,20,"R",31,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31
102313,30,"R",16,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16
102313,40,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102313,42,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2
102368, 0,"R",448,"R",63,"R",138,"R",112,"R",0,"R",133,"R",2
102368,10,"R",448,"R",63,"R",138,"R",112,"R",0,"R",133,"R",2
102368,20,"R",182,"R",59,"R",106,"R",17,"R",0,"R",0,"R",0
102368,30,"R",94,"R",1,"R",30,"R",63,"R",0,"R",0,"R",0
102368,40,"R",172,"R",3,"R",2,"R",32,"R",0,"R",133,"R",2
102368,41,"R",172,"R",3,"R",2,"R",32,"R",0,"R",133,"R",2
102368,45,"R",172,"R",3,"R",2,"R",32,"R",0,"R",133,"R",2
102377, 0,"R",194,"R",48,"R",73,"R",65,"R",7,"R",1,"R",0
102377,10,"R",194,"R",48,"R",73,"R",65,"R",7,"R",1,"R",0
102377,20,"R",105,"R",46,"R",51,"R",8,"R",0,"R",0,"R",0
102377,30,"R",47,"R",1,"R",14,"R",31,"R",1,"R",0,"R",0
102377,40,"R",42,"R",1,"R",8,"R",26,"R",6,"R",1,"R",0
102377,42,"R",42,"R",1,"R",8,"R",26,"R",6,"R",1,"R",0
102395, 0,"R",7,"R",1,"R",3,"R",2,"R",0,"R",1,"R",0
102395,10,"R",7,"R",1,"R",3,"R",2,"R",0,"R",1,"R",0
102395,40,"R",7,"R",1,"R",3,"R",2,"R",0,"R",1,"R",0
102395,41,"R",7,"R",1,"R",3,"R",2,"R",0,"R",1,"R",0
102395,45,"R",7,"R",1,"R",3,"R",2,"R",0,"R",1,"R",0
102429, 0,"R",106,"R",0,"R",0,"R",0,"R",0,"R",0,"R",106
102429,10,"R",106,"R",0,"R",0,"R",0,"R",0,"R",0,"R",106
102429,20,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",85
102429,30,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"R",21
102553, 0,"R",404,"R",129,"R",97,"R",151,"R",27,"R",0,"R",0
102553,10,"R",404,"R",129,"R",97,"R",151,"R",27,"R",0,"R",0
102553,20,"R",213,"R",128,"R",85,"R",0,"R",0,"R",0,"R",0
102553,30,"R",71,"R",0,"R",6,"R",65,"R",0,"R",0,"R",0
102553,40,"R",120,"R",1,"R",6,"R",86,"R",27,"R",0,"R",0
102553,41,"R",43,"R",0,"R",3,"R",31,"R",9,"R",0,"R",0
102553,42,"R",77,"R",1,"R",3,"R",55,"R",18,"R",0,"R",0
102553,44,"R",10,"R",0,"R",1,"R",8,"R",1,"R",0,"R",0
102553,45,"R",33,"R",0,"R",2,"R",23,"R",8,"R",0,"R",0
102614, 0,"R",284,"R",68,"R",81,"R",96,"R",28,"R",0,"R",11
102614,10,"R",280,"R",68,"R",81,"R",96,"R",28,"R",0,"R",7
102614,20,"R",143,"R",67,"R",74,"R",2,"R",0,"R",0,"R",0
102614,30,"R",48,"R",0,"R",2,"R",46,"R",0,"R",0,"R",0
102614,40,"R",89,"R",1,"R",5,"R",48,"R",28,"R",0,"R",7
102614,41,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
102614,42,"R",48,"R",0,"R",1,"R",31,"R",13,"R",0,"R",3
102614,43,"R",39,"R",1,"R",4,"R",16,"R",14,"R",0,"R",4
102614,45,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
102614,50,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4
102632, 0,"R",81,"R",13,"R",25,"R",42,"R",1,"R",0,"R",0
102632,10,"R",81,"R",13,"R",25,"R",42,"R",1,"R",0,"R",0
102632,20,"R",36,"R",13,"R",22,"R",1,"R",0,"R",0,"R",0
102632,30,"R",18,"R",0,"R",0,"R",18,"R",0,"R",0,"R",0
102632,40,"R",27,"R",0,"R",3,"R",23,"R",1,"R",0,"R",0
102632,41,"R",6,"R",0,"R",0,"R",6,"R",0,"R",0,"R",0
102632,42,"R",19,"R",0,"R",3,"R",16,"R",0,"R",0,"R",0
102632,43,"R",2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0
102632,44,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0
102632,45,"R",4,"R",0,"R",0,"R",4,"R",0,"R",0,"R",0
102669, 0,"R",50,"R",8,"R",19,"R",20,"R",3,"R",0,"R",0
102669,10,"R",50,"R",8,"R",19,"R",20,"R",3,"R",0,"R",0
102669,40,"R",50,"R",8,"R",19,"R",20,"R",3,"R",0,"R",0
102669,41,"R",33,"R",8,"R",16,"R",9,"R",0,"R",0,"R",0
102669,42,"R",17,"R",0,"R",3,"R",11,"R",3,"R",0,"R",0
102669,44,"R",33,"R",8,"R",16,"R",9,"R",0,"R",0,"R",0
102845, 0,"R",72,"R",0,"R",0,"R",0,"R",72,"R",0,"R",0
102845,10,"R",72,"R",0,"R",0,"R",0,"R",72,"R",0,"R",0
102845,40,"R",72,"R",0,"R",0,"R",0,"R",72,"R",0,"R",0
102845,41,"R",72,"R",0,"R",0,"R",0,"R",72,"R",0,"R",0
102845,45,"R",72,"R",0,"R",0,"R",0,"R",72,"R",0,"R",0
103501, 0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0
