UNITID,EFCSTATE,LINE,XEFRES01,EFRES01,XEFRES02,EFRES02 
157748,30, 30,"R",3,"Z",0
157748,31, 31,"R",1,"Z",0
157748,33, 33,"R",1,"R",1
157748,36, 36,"R",1,"Z",0
157748,37, 37,"R",9,"R",2
157748,39, 39,"R",9,"R",5
157748,40, 40,"R",1,"R",1
157748,42, 42,"R",4,"R",2
157748,45, 45,"R",1,"R",1
157748,47, 47,"R",17,"R",10
157748,48, 48,"R",7,"R",2
157748,51, 51,"R",3,"R",2
157748,54, 54,"R",1,"R",1
157748,55, 55,"R",2,"R",1
157748,58,999,"R",180,"R",96
157748,90, 90,"R",5,"Z",0
157748,98, 98,"R",2,"A",
157748,99, 99,"R",187,"R",96
157757, 1,  1,"R",1,"R",1
157757, 4,  4,"R",1,"R",1
157757, 6,  6,"R",3,"R",3
157757, 8,  8,"R",1,"R",1
157757,12, 12,"R",4,"R",4
157757,13, 13,"R",3,"R",2
157757,18, 18,"R",19,"R",18
157757,21, 21,"R",67,"R",60
157757,24, 24,"R",1,"R",1
157757,26, 26,"R",1,"R",1
157757,34, 34,"R",1,"R",0
157757,39, 39,"R",8,"R",8
157757,45, 45,"R",1,"R",1
157757,47, 47,"R",3,"R",3
157757,48, 48,"R",4,"R",4
157757,53, 53,"R",1,"R",1
157757,55, 55,"R",1,"R",1
157757,58,999,"R",120,"R",110
157757,98, 98,"R",12,"A",
157757,99, 99,"R",132,"R",110
157793, 4,  4,"R",2,"R",2
157793, 6,  6,"R",2,"R",2
157793, 8,  8,"R",1,"R",1
157793,13, 13,"R",3,"R",1
157793,17, 17,"R",4,"R",3
157793,18, 18,"R",14,"R",4
157793,20, 20,"R",1,"R",1
157793,21, 21,"R",256,"R",39
157793,22, 22,"R",2,"R",2
157793,25, 25,"R",4,"R",4
157793,26, 26,"R",6,"R",5
157793,28, 28,"R",1,"R",1
157793,29, 29,"R",7,"R",6
157793,32, 32,"R",1,"R",1
157793,34, 34,"R",1,"R",1
157793,36, 36,"R",2,"R",2
157793,39, 39,"R",13,"R",3
157793,40, 40,"R",3,"R",3
157793,42, 42,"R",4,"R",2
157793,44, 44,"R",1,"R",1
157793,45, 45,"R",5,"R",3
157793,47, 47,"R",15,"R",5
157793,48, 48,"R",3,"R",1
157793,51, 51,"R",2,"R",2
157793,54, 54,"R",2,"R",2
157793,58,999,"R",355,"R",97
157793,98, 98,"R",21,"A",
157793,99, 99,"R",376,"R",97
157809, 4,  4,"R",2,"R",2
157809,12, 12,"R",3,"R",3
157809,16, 16,"R",1,"R",1
157809,18, 18,"R",18,"R",17
157809,21, 21,"R",197,"R",189
157809,26, 26,"R",1,"R",1
157809,37, 37,"R",1,"R",1
157809,39, 39,"R",128,"R",125
157809,42, 42,"R",1,"R",1
157809,48, 48,"R",2,"R",2
157809,58,999,"R",354,"R",342
157809,90, 90,"R",30,"R",13
157809,99, 99,"R",384,"R",355
157818, 1,  1,"R",2,"R",2
157818, 6,  6,"R",4,"R",4
157818,10, 10,"R",1,"R",1
157818,12, 12,"R",4,"R",4
157818,13, 13,"R",3,"R",3
157818,16, 16,"R",1,"R",1
157818,17, 17,"R",2,"R",2
157818,18, 18,"R",8,"R",8
157818,21, 21,"R",221,"R",215
157818,24, 24,"R",1,"R",1
157818,26, 26,"R",1,"R",1
157818,39, 39,"R",10,"R",10
157818,41, 41,"R",2,"R",2
157818,42, 42,"R",1,"R",1
157818,45, 45,"R",1,"R",1
157818,47, 47,"R",6,"R",6
157818,48, 48,"R",2,"R",2
157818,51, 51,"R",3,"R",3
157818,54, 54,"R",1,"R",1
157818,55, 55,"R",1,"R",1
157818,58,999,"R",275,"R",269
157818,90, 90,"R",3,"R",1
157818,99, 99,"R",278,"R",270
157863, 1,  1,"R",7,"R",6
157863, 4,  4,"R",2,"R",2
157863, 6,  6,"R",1,"R",1
157863,12, 12,"R",8,"R",7
157863,13, 13,"R",4,"R",3
157863,15, 15,"R",1,"R",1
157863,17, 17,"R",2,"R",2
157863,18, 18,"R",3,"R",3
157863,21, 21,"R",117,"R",102
157863,26, 26,"R",2,"R",2
157863,32, 32,"R",1,"R",1
157863,35, 35,"R",1,"R",1
157863,36, 36,"R",1,"R",1
157863,42, 42,"R",1,"R",1
157863,45, 45,"R",4,"R",4
157863,47, 47,"R",14,"R",12
157863,48, 48,"R",1,"R",1
157863,51, 51,"R",2,"R",2
157863,54, 54,"R",1,"Z",0
157863,58,999,"R",173,"R",152
157863,72, 72,"R",1,"R",1
157863,89,999,"R",1,"R",1
157863,90, 90,"R",27,"R",17
157863,99, 99,"R",201,"R",170
157951, 1,  1,"R",5,"R",5
157951, 4,  4,"R",1,"R",1
157951, 6,  6,"R",4,"R",4
157951, 8,  8,"R",5,"R",4
157951,12, 12,"R",11,"R",10
157951,13, 13,"R",18,"R",17
157951,17, 17,"R",104,"R",102
157951,18, 18,"R",139,"R",134
157951,19, 19,"R",1,"R",1
157951,20, 20,"R",2,"R",2
157951,21, 21,"R",1940,"R",1835
157951,22, 22,"R",1,"R",1
157951,23, 23,"R",1,"R",1
157951,26, 26,"R",7,"R",7
157951,27, 27,"R",1,"R",1
157951,28, 28,"R",1,"R",1
157951,29, 29,"R",10,"R",10
157951,36, 36,"R",1,"R",1
157951,37, 37,"R",4,"R",4
157951,39, 39,"R",12,"R",8
157951,40, 40,"R",4,"R",3
157951,42, 42,"R",1,"R",1
157951,44, 44,"R",1,"R",1
157951,45, 45,"R",1,"Z",0
157951,47, 47,"R",444,"R",413
157951,48, 48,"R",10,"R",10
157951,51, 51,"R",9,"R",7
157951,54, 54,"R",3,"R",3
157951,55, 55,"R",4,"R",4
157951,58,999,"R",2745,"R",2591
157951,90, 90,"R",10,"R",6
157951,99, 99,"R",2755,"R",2597
158088,22, 22,"R",216,"R",121
158088,28, 28,"R",7,"Z",0
158088,49, 49,"R",1,"Z",0
158088,58,999,"R",224,"R",121
158088,99, 99,"R",224,"R",121
158246,22, 22,"R",58,"R",14
158246,58,999,"R",58,"R",14
158246,99, 99,"R",58,"R",14
158431, 5,  5,"R",6,"R",4
158431, 6,  6,"R",13,"R",6
158431, 9,  9,"R",1,"R",0
158431,12, 12,"R",8,"R",0
158431,13, 13,"R",2,"R",0
158431,15, 15,"R",2,"R",2
158431,17, 17,"R",2,"R",1
158431,19, 19,"R",1,"R",0
158431,21, 21,"R",1,"R",0
158431,22, 22,"R",1287,"R",641
158431,24, 24,"R",1,"R",0
158431,26, 26,"R",2,"R",0
158431,28, 28,"R",3,"R",1
158431,29, 29,"R",4,"R",0
158431,32, 32,"R",1,"R",1
158431,34, 34,"R",1,"R",0
158431,37, 37,"R",1,"R",1
158431,40, 40,"R",1,"R",1
158431,41, 41,"R",1,"R",0
158431,42, 42,"R",1,"R",1
158431,47, 47,"R",1,"R",1
158431,48, 48,"R",31,"R",14
158431,49, 49,"R",1,"R",1
158431,51, 51,"R",1,"R",0
158431,53, 53,"R",1,"R",1
158431,55, 55,"R",1,"R",0
158431,57, 57,"R",2,"R",2
158431,58,999,"R",1377,"R",678
158431,90, 90,"R",5,"R",1
158431,99, 99,"R",1382,"R",679
158477, 8,  8,"R",2,"R",2
158477,22, 22,"R",110,"R",109
158477,26, 26,"R",1,"R",1
158477,28, 28,"R",2,"R",2
158477,29, 29,"R",1,"R",0
158477,40, 40,"R",3,"R",3
158477,48, 48,"R",54,"R",54
158477,58,999,"R",173,"R",171
158477,99, 99,"R",173,"R",171
158538,22, 22,"R",8,"R",4
158538,58,999,"R",8,"R",4
158538,99, 99,"R",8,"R",4
158617,22, 22,"R",12,"R",2
158617,28, 28,"R",36,"R",7
158617,32, 32,"R",352,"R",71
158617,58,999,"R",400,"R",80
158617,99, 99,"R",400,"R",80
158662, 1,  1,"R",3,"Z",0
158662, 2,  2,"R",1,"Z",0
158662, 4,  4,"R",1,"Z",0
158662, 5,  5,"R",1,"Z",0
158662, 6,  6,"R",11,"Z",0
158662, 8,  8,"R",4,"Z",0
158662,12, 12,"R",6,"Z",0
158662,13, 13,"R",4,"Z",0
158662,17, 17,"R",3,"Z",0
158662,18, 18,"R",6,"R",1
158662,22, 22,"R",1854,"R",684
158662,24, 24,"R",2,"Z",0
158662,25, 25,"R",1,"Z",0
158662,28, 28,"R",22,"R",1
158662,29, 29,"R",1,"Z",0
158662,34, 34,"R",1,"Z",0
158662,35, 35,"R",1,"Z",0
158662,36, 36,"R",6,"Z",0
158662,39, 39,"R",2,"Z",0
158662,40, 40,"R",2,"Z",0
158662,41, 41,"R",1,"Z",0
158662,42, 42,"R",3,"R",1
158662,45, 45,"R",2,"Z",0
158662,48, 48,"R",14,"R",1
158662,49, 49,"R",1,"Z",0
158662,55, 55,"R",1,"Z",0
158662,58,999,"R",1954,"R",688
158662,98, 98,"R",74,"A",
158662,99, 99,"R",2028,"R",688
158778,22, 22,"R",7,"R",5
158778,58,999,"R",7,"R",5
158778,99, 99,"R",7,"R",5
158787,22, 22,"R",14,"R",10
158787,58,999,"R",14,"R",10
158787,99, 99,"R",14,"R",10
158802, 1,  1,"R",5,"R",5
158802, 5,  5,"R",1,"Z",0
158802, 6,  6,"R",15,"R",14
158802, 8,  8,"R",2,"R",1
158802,12, 12,"R",3,"R",3
158802,13, 13,"R",7,"R",7
158802,17, 17,"R",10,"R",9
158802,18, 18,"R",1,"Z",0
158802,20, 20,"R",2,"R",2
158802,22, 22,"R",191,"R",176
158802,24, 24,"R",3,"R",3
158802,25, 25,"R",1,"R",1
158802,27, 27,"R",1,"R",1
158802,28, 28,"R",11,"R",11
158802,29, 29,"R",5,"R",5
158802,32, 32,"R",3,"R",3
158802,36, 36,"R",4,"R",4
158802,39, 39,"R",1,"R",1
158802,40, 40,"R",2,"R",2
158802,42, 42,"R",3,"R",3
158802,47, 47,"R",3,"R",3
158802,48, 48,"R",52,"R",51
158802,51, 51,"R",2,"R",2
158802,55, 55,"R",2,"R",2
158802,58,999,"R",330,"R",309
158802,90, 90,"R",4,"R",3
158802,99, 99,"R",334,"R",312
158884,13, 13,"R",1,"R",0
158884,22, 22,"R",277,"R",134
158884,24, 24,"R",1,"R",0
158884,25, 25,"R",1,"R",0
158884,28, 28,"R",1,"R",0
158884,48, 48,"R",1,"R",0
158884,58,999,"R",282,"R",134
158884,90, 90,"R",3,"Z",0
158884,99, 99,"R",285,"R",134
159009, 1,  1,"R",6,"R",5
159009, 4,  4,"R",4,"R",3
159009, 5,  5,"R",33,"R",29
159009, 6,  6,"R",40,"R",29
159009, 8,  8,"R",9,"R",8
159009,11, 11,"R",1,"R",1
159009,12, 12,"R",14,"R",10
159009,13, 13,"R",21,"R",11
159009,17, 17,"R",19,"R",16
159009,18, 18,"R",3,"R",3
159009,20, 20,"R",1,"R",0
159009,22, 22,"R",515,"R",437
159009,24, 24,"R",1,"R",1
159009,26, 26,"R",6,"R",5
159009,28, 28,"R",9,"R",9
159009,29, 29,"R",6,"R",5
159009,31, 31,"R",3,"R",3
159009,32, 32,"R",7,"R",5
159009,36, 36,"R",3,"R",2
159009,37, 37,"R",1,"R",1
159009,39, 39,"R",8,"R",8
159009,40, 40,"R",5,"R",3
159009,42, 42,"R",1,"R",1
159009,47, 47,"R",5,"R",3
159009,48, 48,"R",126,"R",105
159009,51, 51,"R",1,"R",1
159009,53, 53,"R",2,"R",2
159009,55, 55,"R",3,"R",2
159009,58,999,"R",853,"R",708
159009,90, 90,"R",1,"R",1
159009,98, 98,"R",7,"A",
159009,99, 99,"R",861,"R",709
159027,22, 22,"R",36,"R",10
159027,58,999,"R",36,"R",10
159027,99, 99,"R",36,"R",10
159197,22, 22,"R",127,"R",61
159197,28, 28,"R",1,"Z",0
159197,58,999,"R",128,"R",61
159197,99, 99,"R",128,"R",61
159328,22, 22,"R",18,"R",11
159328,58,999,"R",18,"R",11
159328,99, 99,"R",18,"R",11
159382, 6,  6,"R",1,"R",1
159382, 9,  9,"R",1,"R",1
159382,12, 12,"R",5,"R",2
159382,13, 13,"R",2,"R",0
159382,17, 17,"R",2,"R",1
159382,22, 22,"R",352,"R",236
159382,24, 24,"R",2,"R",2
159382,26, 26,"R",1,"R",1
159382,27, 27,"R",1,"R",1
159382,28, 28,"R",1,"R",1
159382,29, 29,"R",1,"R",1
159382,32, 32,"R",1,"R",1
159382,34, 34,"R",1,"R",0
159382,35, 35,"R",1,"R",0
159382,36, 36,"R",1,"R",1
159382,37, 37,"R",2,"R",1
159382,42, 42,"R",1,"R",0
159382,47, 47,"R",1,"R",1
159382,48, 48,"R",11,"R",7
159382,51, 51,"R",1,"R",0
159382,53, 53,"R",2,"R",1
159382,55, 55,"R",1,"R",0
159382,58,999,"R",392,"R",259
159382,90, 90,"R",5,"R",4
159382,98, 98,"R",17,"A",
159382,99, 99,"R",414,"R",263
159391, 1,  1,"R",39,"R",35
159391, 4,  4,"R",10,"R",10
159391, 5,  5,"R",23,"R",18
159391, 6,  6,"R",150,"R",145
159391, 8,  8,"R",28,"R",27
159391, 9,  9,"R",20,"R",20
159391,10, 10,"R",5,"R",4
159391,11, 11,"R",14,"R",14
159391,12, 12,"R",223,"R",213
159391,13, 13,"R",193,"R",188
159391,15, 15,"R",4,"R",4
159391,16, 16,"R",1,"R",1
159391,17, 17,"R",119,"R",114
159391,18, 18,"R",8,"R",7
159391,19, 19,"R",3,"R",3
159391,20, 20,"R",3,"R",2
159391,21, 21,"R",12,"R",11
159391,22, 22,"R",4797,"R",4680
159391,23, 23,"R",2,"R",2
159391,24, 24,"R",126,"R",121
159391,25, 25,"R",57,"R",55
159391,26, 26,"R",11,"R",10
159391,27, 27,"R",12,"R",12
159391,28, 28,"R",56,"R",49
159391,29, 29,"R",24,"R",22
159391,30, 30,"R",2,"R",2
159391,31, 31,"R",2,"R",2
159391,32, 32,"R",15,"R",15
159391,33, 33,"R",5,"R",5
159391,34, 34,"R",98,"R",94
159391,35, 35,"R",1,"R",1
159391,36, 36,"R",97,"R",96
159391,37, 37,"R",66,"R",62
159391,39, 39,"R",24,"R",24
159391,40, 40,"R",7,"R",4
159391,41, 41,"R",2,"R",2
159391,42, 42,"R",67,"R",64
159391,44, 44,"R",4,"R",4
159391,45, 45,"R",27,"R",23
159391,47, 47,"R",49,"R",49
159391,48, 48,"R",784,"R",752
159391,49, 49,"R",4,"R",4
159391,50, 50,"R",5,"R",5
159391,51, 51,"R",92,"R",89
159391,53, 53,"R",8,"R",7
159391,54, 54,"R",1,"R",1
159391,55, 55,"R",14,"R",13
159391,56, 56,"R",1,"R",1
159391,57, 57,"R",2,"R",2
159391,58,999,"R",7317,"R",7088
159391,72, 72,"R",3,"R",3
159391,89,999,"R",3,"R",3
159391,90, 90,"R",81,"R",69
159391,99, 99,"R",7401,"R",7160
159407, 1,  1,"R",3,"R",2
159407, 4,  4,"R",2,"R",1
159407, 5,  5,"R",3,"R",0
159407, 6,  6,"R",2,"R",1
159407, 9,  9,"R",1,"R",0
159407,11, 11,"R",1,"R",0
159407,12, 12,"R",3,"R",1
159407,13, 13,"R",4,"R",2
159407,15, 15,"R",1,"R",1
159407,16, 16,"R",1,"R",1
159407,22, 22,"R",714,"R",545
159407,24, 24,"R",3,"R",2
159407,25, 25,"R",2,"R",2
159407,26, 26,"R",1,"R",0
159407,28, 28,"R",3,"R",0
159407,29, 29,"R",1,"R",0
159407,36, 36,"R",1,"R",1
159407,37, 37,"R",1,"R",0
159407,39, 39,"R",1,"R",1
159407,47, 47,"R",4,"R",3
159407,48, 48,"R",11,"R",10
159407,51, 51,"R",1,"R",1
159407,58,999,"R",764,"R",574
159407,90, 90,"R",9,"R",3
159407,99, 99,"R",773,"R",577
159416, 5,  5,"R",1,"R",1
159416, 6,  6,"R",2,"R",2
159416,21, 21,"R",1,"R",1
159416,22, 22,"R",274,"R",254
159416,26, 26,"R",1,"R",1
159416,27, 27,"R",1,"R",0
159416,28, 28,"R",1,"R",1
159416,41, 41,"R",1,"R",0
159416,48, 48,"R",4,"R",2
159416,51, 51,"R",2,"R",0
159416,58,999,"R",288,"R",262
159416,90, 90,"R",18,"R",10
159416,99, 99,"R",306,"R",272
159513,22, 22,"R",30,"R",25
159513,58,999,"R",30,"R",25
159513,99, 99,"R",30,"R",25
159522,22, 22,"R",43,"R",18
159522,58,999,"R",43,"R",18
159522,99, 99,"R",43,"R",18
159531,22, 22,"R",7,"R",5
159531,57, 57,"R",1,"Z",0
159531,58,999,"R",8,"R",5
159531,99, 99,"R",8,"R",5
159568, 1,  1,"R",2,"R",2
159568, 6,  6,"R",1,"R",1
159568,17, 17,"R",1,"R",0
159568,22, 22,"R",136,"R",129
159568,23, 23,"R",1,"R",1
159568,24, 24,"R",1,"R",1
159568,28, 28,"R",1,"R",1
159568,48, 48,"R",27,"R",27
159568,49, 49,"R",1,"R",1
159568,58,999,"R",171,"R",163
159568,72, 72,"R",1,"R",1
159568,89,999,"R",1,"R",1
159568,90, 90,"R",5,"R",2
159568,99, 99,"R",177,"R",166
159601,22, 22,"R",20,"R",14
159601,58,999,"R",20,"R",14
159601,99, 99,"R",20,"R",14
159647, 4,  4,"R",2,"R",2
159647, 5,  5,"R",35,"R",35
159647, 6,  6,"R",3,"R",3
159647,12, 12,"R",4,"R",3
159647,13, 13,"R",3,"R",3
159647,15, 15,"R",1,"R",1
159647,17, 17,"R",1,"R",1
159647,22, 22,"R",1546,"R",1487
159647,27, 27,"R",1,"R",1
159647,28, 28,"R",10,"R",10
159647,29, 29,"R",3,"R",3
159647,34, 34,"R",1,"R",1
159647,39, 39,"R",4,"R",4
159647,42, 42,"R",2,"R",2
159647,47, 47,"R",2,"R",2
159647,48, 48,"R",117,"R",115
159647,51, 51,"R",1,"R",1
159647,54, 54,"R",1,"R",1
159647,55, 55,"R",1,"R",1
159647,58,999,"R",1738,"R",1676
159647,90, 90,"R",34,"R",12
159647,99, 99,"R",1772,"R",1688
159656, 1,  1,"R",7,"R",7
159656, 4,  4,"R",2,"R",2
159656, 5,  5,"R",5,"R",5
159656, 6,  6,"R",31,"R",29
159656, 8,  8,"R",5,"R",5
159656, 9,  9,"R",9,"R",6
159656,10, 10,"R",2,"R",2
159656,11, 11,"R",1,"R",0
159656,12, 12,"R",35,"R",34
159656,13, 13,"R",27,"R",24
159656,15, 15,"R",3,"R",3
159656,17, 17,"R",20,"R",19
159656,18, 18,"R",6,"R",6
159656,21, 21,"R",1,"R",1
159656,22, 22,"R",334,"R",315
159656,23, 23,"R",1,"R",1
159656,24, 24,"R",11,"R",11
159656,25, 25,"R",9,"R",8
159656,26, 26,"R",7,"R",7
159656,27, 27,"R",7,"R",6
159656,28, 28,"R",11,"R",7
159656,29, 29,"R",19,"R",19
159656,31, 31,"R",3,"R",3
159656,32, 32,"R",3,"R",3
159656,33, 33,"R",1,"R",1
159656,34, 34,"R",10,"R",8
159656,35, 35,"R",5,"R",4
159656,36, 36,"R",25,"R",23
159656,37, 37,"R",9,"R",9
159656,39, 39,"R",7,"R",7
159656,40, 40,"R",2,"R",2
159656,41, 41,"R",8,"R",8
159656,42, 42,"R",9,"R",7
159656,44, 44,"R",1,"R",1
159656,45, 45,"R",1,"R",1
159656,46, 46,"R",1,"R",0
159656,47, 47,"R",11,"R",11
159656,48, 48,"R",64,"R",57
159656,50, 50,"R",2,"R",2
159656,51, 51,"R",9,"R",7
159656,53, 53,"R",13,"R",11
159656,55, 55,"R",5,"R",5
159656,58,999,"R",742,"R",687
159656,72, 72,"R",18,"R",18
159656,89,999,"R",18,"R",18
159656,90, 90,"R",35,"R",28
159656,98, 98,"R",2,"A",
159656,99, 99,"R",797,"R",733
159717, 6,  6,"R",1,"R",1
159717,12, 12,"R",3,"R",2
159717,13, 13,"R",2,"R",2
159717,22, 22,"R",888,"R",834
159717,28, 28,"R",2,"R",2
159717,29, 29,"R",1,"R",1
159717,37, 37,"R",1,"R",1
159717,40, 40,"R",1,"R",1
159717,47, 47,"R",1,"R",1
159717,48, 48,"R",69,"R",68
159717,53, 53,"R",1,"R",1
159717,58,999,"R",970,"R",914
159717,90, 90,"R",84,"R",43
159717,99, 99,"R",1054,"R",957
159939, 1,  1,"R",4,"R",4
159939, 4,  4,"R",3,"R",3
159939, 5,  5,"R",1,"R",1
159939, 6,  6,"R",1,"R",1
159939, 8,  8,"R",2,"R",2
159939,11, 11,"R",1,"R",1
159939,12, 12,"R",3,"R",3
159939,17, 17,"R",2,"R",2
159939,18, 18,"R",2,"R",2
159939,20, 20,"R",1,"R",1
159939,22, 22,"R",911,"R",883
159939,24, 24,"R",2,"R",2
159939,25, 25,"R",2,"R",2
159939,28, 28,"R",11,"R",10
159939,29, 29,"R",2,"R",2
159939,32, 32,"R",2,"R",2
159939,34, 34,"R",2,"R",2
159939,36, 36,"R",1,"R",1
159939,37, 37,"R",2,"R",2
159939,39, 39,"R",1,"R",1
159939,40, 40,"R",1,"R",1
159939,42, 42,"R",4,"R",4
159939,44, 44,"R",1,"R",1
159939,45, 45,"R",4,"R",4
159939,47, 47,"R",2,"R",2
159939,48, 48,"R",15,"R",15
159939,50, 50,"R",1,"R",1
159939,51, 51,"R",1,"R",1
159939,53, 53,"R",3,"R",3
159939,58,999,"R",988,"R",959
159939,90, 90,"R",24,"R",22
159939,99, 99,"R",1012,"R",981
159948, 1,  1,"R",5,"Z",0
159948, 5,  5,"R",1,"Z",0
159948, 6,  6,"R",1,"Z",0
159948,12, 12,"R",7,"R",1
159948,13, 13,"R",9,"Z",0
159948,22, 22,"R",45,"R",4
159948,28, 28,"R",26,"Z",0
159948,30, 30,"R",1,"Z",0
159948,46, 46,"R",1,"Z",0
159948,47, 47,"R",1,"Z",0
159948,48, 48,"R",6,"R",3
159948,51, 51,"R",1,"Z",0
159948,58,999,"R",104,"R",8
159948,99, 99,"R",104,"R",8
159966, 1,  1,"R",3,"R",3
159966, 2,  2,"R",1,"R",0
159966, 5,  5,"R",1,"R",1
159966, 6,  6,"R",4,"R",4
159966, 8,  8,"R",1,"R",1
159966,12, 12,"R",9,"R",7
159966,13, 13,"R",2,"R",2
159966,22, 22,"R",894,"R",859
159966,24, 24,"R",2,"R",2
159966,27, 27,"R",1,"R",1
159966,28, 28,"R",4,"R",4
159966,34, 34,"R",2,"R",2
159966,36, 36,"R",1,"R",1
159966,42, 42,"R",1,"R",1
159966,47, 47,"R",1,"R",0
159966,48, 48,"R",19,"R",15
159966,54, 54,"R",1,"R",1
159966,55, 55,"R",1,"R",1
159966,58,999,"R",948,"R",905
159966,90, 90,"R",24,"R",8
159966,99, 99,"R",972,"R",913
159993, 1,  1,"R",5,"R",5
159993, 4,  4,"R",1,"R",1
159993, 5,  5,"R",5,"R",5
159993, 6,  6,"R",2,"R",2
159993,12, 12,"R",7,"R",6
159993,13, 13,"R",1,"R",1
159993,15, 15,"R",1,"R",1
159993,20, 20,"R",1,"R",1
159993,22, 22,"R",829,"R",816
159993,24, 24,"R",1,"R",1
159993,28, 28,"R",6,"R",6
159993,29, 29,"R",2,"R",2
159993,39, 39,"R",1,"R",1
159993,44, 44,"R",1,"R",1
159993,45, 45,"R",1,"R",1
159993,47, 47,"R",2,"R",2
159993,48, 48,"R",19,"R",19
159993,51, 51,"R",3,"R",3
159993,55, 55,"R",1,"R",1
159993,58,999,"R",889,"R",875
159993,90, 90,"R",129,"R",97
159993,99, 99,"R",1018,"R",972
160010, 5,  5,"R",5,"R",0
160010,22, 22,"R",192,"R",93
160010,48, 48,"R",1,"R",0
160010,57, 57,"R",5,"R",2
160010,58,999,"R",203,"R",95
160010,99, 99,"R",203,"R",95
160038, 1,  1,"R",1,"R",1
160038, 6,  6,"R",1,"R",0
160038,13, 13,"R",1,"R",0
160038,22, 22,"R",999,"R",902
160038,26, 26,"R",1,"R",0
160038,48, 48,"R",11,"R",8
160038,54, 54,"R",1,"R",0
160038,57, 57,"R",5,"R",1
160038,58,999,"R",1020,"R",912
160038,99, 99,"R",1020,"R",912
160065,22, 22,"R",43,"R",39
160065,28, 28,"R",1,"R",1
160065,48, 48,"R",1,"R",1
160065,58,999,"R",45,"R",41
160065,99, 99,"R",45,"R",41
160074,22, 22,"R",72,"R",59
160074,47, 47,"R",1,"R",0
160074,58,999,"R",73,"R",59
160074,99, 99,"R",73,"R",59
160117,22, 22,"R",24,"R",9
160117,58,999,"R",24,"R",9
160117,99, 99,"R",24,"R",9
160126,22, 22,"R",3,"R",3
160126,58,999,"R",3,"R",3
160126,99, 99,"R",3,"R",3
160199,22, 22,"R",5,"R",2
160199,58,999,"R",5,"R",2
160199,99, 99,"R",5,"R",2
160320, 1,  1,"R",34,"R",19
160320, 5,  5,"R",1,"R",1
160320,18, 18,"R",1,"Z",0
160320,21, 21,"R",1,"R",1
160320,22, 22,"R",45,"R",24
160320,28, 28,"R",3,"R",3
160320,37, 37,"R",26,"R",17
160320,38, 38,"R",1,"R",1
160320,45, 45,"R",2,"R",1
160320,48, 48,"R",52,"R",29
160320,58,999,"R",166,"R",96
160320,98, 98,"R",28,"A",
160320,99, 99,"R",194,"R",96
160409, 1,  1,"R",1,"Z",0
160409,12, 12,"R",1,"Z",0
160409,13, 13,"R",1,"Z",0
160409,22, 22,"R",6,"R",4
160409,39, 39,"R",1,"R",1
160409,47, 47,"R",1,"Z",0
160409,48, 48,"R",5,"R",4
160409,58,999,"R",16,"R",9
160409,99, 99,"R",16,"R",9
160472,12, 12,"R",31,"R",6
160472,22, 22,"R",27,"R",4
160472,58,999,"R",58,"R",10
160472,99, 99,"R",58,"R",10
160481,12, 12,"R",1,"Z",0
160481,22, 22,"R",471,"R",257
160481,48, 48,"R",1,"Z",0
160481,58,999,"R",473,"R",257
160481,98, 98,"R",1,"A",
160481,99, 99,"R",474,"R",257
160524,22, 22,"R",98,"R",16
160524,48, 48,"R",1,"Z",0
160524,58,999,"R",99,"R",16
160524,99, 99,"R",99,"R",16
160579, 6,  6,"R",1,"R",0
160579,22, 22,"R",631,"R",386
160579,36, 36,"R",1,"R",0
160579,48, 48,"R",5,"R",2
160579,58,999,"R",638,"R",388
160579,90, 90,"R",8,"R",2
160579,99, 99,"R",646,"R",390
160597,22, 22,"R",2,"Z",0
160597,58,999,"R",2,"Z",0
160597,98, 98,"R",1,"A",
160597,99, 99,"R",3,"Z",0
160612, 1,  1,"R",2,"R",2
160612, 6,  6,"R",2,"R",2
160612,12, 12,"R",4,"R",4
160612,13, 13,"R",2,"R",2
160612,17, 17,"R",2,"R",1
160612,19, 19,"R",1,"R",1
160612,22, 22,"R",2279,"R",2138
160612,24, 24,"R",1,"R",1
160612,28, 28,"R",11,"R",11
160612,36, 36,"R",1,"R",1
160612,48, 48,"R",16,"R",16
160612,51, 51,"R",1,"R",1
160612,58,999,"R",2322,"R",2180
160612,78, 78,"R",1,"R",1
160612,89,999,"R",1,"R",1
160612,90, 90,"R",40,"R",15
160612,99, 99,"R",2363,"R",2196
160621, 1,  1,"R",20,"R",20
160621, 4,  4,"R",4,"R",4
160621, 5,  5,"R",8,"R",8
160621, 6,  6,"R",63,"R",59
160621, 8,  8,"R",1,"R",1
160621,10, 10,"R",1,"R",1
160621,11, 11,"R",5,"R",5
160621,12, 12,"R",31,"R",29
160621,13, 13,"R",58,"R",58
160621,17, 17,"R",39,"R",38
160621,18, 18,"R",6,"R",5
160621,19, 19,"R",1,"R",1
160621,22, 22,"R",1125,"R",1053
160621,24, 24,"R",7,"R",7
160621,26, 26,"R",9,"R",9
160621,27, 27,"R",3,"R",3
160621,28, 28,"R",38,"R",37
160621,29, 29,"R",7,"R",7
160621,32, 32,"R",6,"R",5
160621,34, 34,"R",2,"R",2
160621,36, 36,"R",6,"R",6
160621,37, 37,"R",3,"R",3
160621,38, 38,"R",1,"R",1
160621,39, 39,"R",13,"R",12
160621,40, 40,"R",2,"R",1
160621,42, 42,"R",1,"R",1
